text,label
"Butterfly House Corn Maze Holly Jolly Festival of Lights Cookies & Cocoa with Santa Shopping Gift Barn Bakery Makers Market & Kids Market Educational Programs Guided Field Trips Self-Guided Field Trips Homeschool Day Field Trips Zoo To You - Outreach CONTACT US Ask a Question Join Our Team Request Donation BUY TICKETS Season Passes Visit the Farm again and again, all season long. ""Amazing. Amazing. Amazing. Worth every penny."" northwesttennessee Season Pass Benefits SAVE Big! - a pass pays for itself in just 2 visits Free admission to the Petting Farm, Zoo, and Fun Park during regular hours of operation from",NON-EVENT
"March 15, to October 31, 2025, with no reservations required, even when sold out!",EVENT
"Unlimited pony rides for children named on pass 10% discount on concessions and retail purchases Access to member-only events Member rates for eligible educational programs and special events The opportunity to purchase tickets at the gate for up to four guests that will be visiting with you, without need for advance reservation, even on sold out days.",NON-EVENT
"Email updates about new events, attractions, animals, programs, and more",EVENT
"Bring-A-Friend FREE single visit tickets valid to use April-August 1 ticket with purchase of Adult Pass 2 tickets with purchase of Companion, Family, or Family +Guest Pass Season Pass Options Family named on a pass should reside in the same household,  be the grandchildren of the primary adult member, or be a grandparent. Children under the age two are always admitted free. Only children named on a pass qualify for pony ride benefits. Adult $ 49.99 +tax 1 Adult (Ages 13+) Companion $ 99.99 +tax 1 Adult and 1 Child, or 2 Adults Family $ 179.99 +tax 5 Family Members Family + Guest $ 215.99 +tax 5 Family Members, PLUS 1 Guest Add-On Options Guests purchasing Companion, Family, or Family Plus Guest Passes may add the following options. You will be asked if you would like to add any of these options during the check-out process of purchasing your pass. Add-On Nanny $ 49.99 +tax Add a Caregiver to your Companion, Family or Adventure Pass. Add Grandparent $ 49.99 +tax Add grandparents to your Companion, Family or Adventure Pass. Price per grandparent. Add-On Child $ 49.99 +tax Add additional children to your Companion, Family or Adventure Pass. Price per child. Buy Season Pass Now SEASON PASSES PURCHASED ONLINE ARE NOT AVAILABLE FOR SAME-DAY USE. Season Pass Terms A valid pass with current photo must be presented each visit. Guests may only visit with a named pass-member.",NON-EVENT
"Excludes admission for field trips, Homeschool Day, farm tour, summer camp, and some special  events.",EVENT
"Season Pass FAQ's WHO CAN I INCLUDE ON MY SEASON PASS? One adults must be named on all season passes. We call this person the Primary Pass Member. On a Companion Pass , you can name one additional person. This can be another adult or child. On a Family Pass , you can name up to four additional people. This can be: Additional adults or eligible children. Eligible children are the children or grandchildren, under age 18, of the Primary Pass Member. Children under age two are always admitted free, but sometimes will be included on a pass so they can take advantage of the unlimited pony ride benefit. On a Family +Guest Pass , you can name up to four additional people the same as a standard Family Pass, but you also receive the benefit of having a sixth person who is considered an unnamed guest. Your unnamed guest can be different for each visit, but must attend with a named pass member. DO I NEED TO MAKE A RESERVATION TO VISIT WITH MY SEASON PASS?",NON-EVENT
"Season pass members are not required to make reservations for daily visits or  events to the Petting Farm, Zoo, and Fun Park during regular hours of operation from March 15, through October 31, 2025. You may arrive at your convenience, even if we are sold out to the public.",EVENT
"SEASON PASSES PURCHASED ONLINE ARE NOT AVAILABLE FOR SAME-DAY USE. If needing same-day use, then you first need to purchase an admission ticket online and then request to upgrade to a season pass when checking in. Please be aware you will only receive credit for base admission fees towards your pass; as ticket processor fees, taxes, add-on activities or the activities included in upgraded ticket will not be credited. WHAT EVENTS ARE INCLUDED WITH A SEASON PASS? The majority of our events are covered by a season pass. The general rule is if the event takes place during regular hours of operation,  then it's covered by the pass. This list contains of some of our most popular events included with a pass: Tennessee Tulip Festival (tulip picking extra)",NON-EVENT
Easter Egg Hunts with the Easter Bunny,EVENT
"Enchanted Fairytale Days Pickin' N' Grinnin' Strawberry Jam Festival (strawberry picking extra) Kids Construction Fun Fest Butterfly Festival Splash Days Sunflower Festival (sunflower picking extra) Fall Family Fun Festival (pumpkin picking extra) Here is a list of some events not included with a pass, but tickets are offered at a discounted rate:",NON-EVENT
Breakfast with the Easter Bunny,EVENT
Cookies & Cocoa with Santa Holly Jolly Festival of Lights These lists are not all inclusive for the season. Events are subject to change as new ones are added throughout the year. HOW LONG IS MY SEASON PASS GOOD FOR?,NON-EVENT
"We are not open year-round, therefore we do not offer an annual pass. Instead we offer season passes. They are good for the operating season they are purchased in. Passes are valid beginning the first day the Farm Fun Park opens for the season and expire on the Farm Fun Park's last regular day of operation for the season. 2025 passes are valid beginning March 15, through October 31.",EVENT
"HOW DO I GET MY PASS? Shortly after purchasing a Season Pass the primary pass member will receive an email for each named pass member requesting them to upload a current picture of that person for their pass. Once the photo is uploaded, a digital copy of the official pass is automatically emailed back. The primary member may then either download and print the pass to carry a physical copy or save a digital copy on their phone to present at the admissions window. Each person listed on the pass will have a unique membership QR code and each pass must be presented for entry to visit. We never mail season passes and are unable to print them on-site. If a pass member has not uploaded their picture, then they will need to present a photo ID for verification to enter and have their photo taken and uploaded to their pass at that time. If the pass member is a minor, then an adult listed on their pass must present their photo ID as verification for the child. Pictures must be uploaded before the first visit. Should a member be unable to upload their picture from home, then we are able to take their picture on-site and upload it for them at check-in, but be aware this can slow the admission process. SEASON PASSES PURCHASED ONLINE ARE NOT AVAILABLE FOR SAME-DAY USE. If needing same-day use, then you will first need to purchase an admission ticket online and then request to upgrade to a season pass when checking in. Please be aware you will only receive credit for standard general admission fee towards your pass; as ticket processor fees, taxes, add-on activities or the activities included in upgraded tickets will not be credited. HOW DO I GET MY BRING-A-FRIEND FREE TICKETS OR OTHER PROMOTIONAL OFFERS? Pass members may pick up their bring-a-friend free ticket(s), along with any other promotional offers or inclusions, at admissions on the first day they visit for the season. CAN MY CHILD VISIT WITHOUT ME? Yes. The child will need to bring: Their season pass with current photo. A copy of the Primary Pass Members photo ID, such as a drivers license. Remember, the person accompanying your child will need to purchase an admission ticket to visit, unless you have the Family +Guess Pass. The person bringing your child may present either a printed or digital copy of the child's pass and the Primary Pass Members photo ID. CAN I CHANGE THE NAME OF SOMEONE LISTED ON MY PASS? Yes, but only if the pass has not been used yet for the season. Once any member of a group pass has visited, then no changes may be made.",NON-EVENT
"CAN I USE MY PASS TO ATTEND A FIELD TRIP, HOMESCHOOL DAY, OR FARM TOUR? Season pass admission is not valid for a field trip, homeschool day, educational tour or group outing. CAN I USE MY PASS TO ATTEND A BIRTHDAY PARTY? Yes. A season pass may be used for admission to a birthday party; however, some exclusions may apply to other group outings and events.",EVENT
"WHY DO I HAVE TO LIST EVERYONE BY NAME ON MY PASS? Each season pass is purchased for a specific person or set of individuals. By naming each member we are better able to protect the integrity of the season pass program and offer more benefits to our participating members. CAN I GET A REFUND OR TRANSFER MY PASS? Season passes are non-refundable and not transferable. It is assumed that every pass-holder will have visited often enough to recoup the cost regardless of when the pass was purchased during the season and therefore cannot be carried forward to subsequent years. ARE THERE ANY DISCOUNTS? Promotional discounts offers may be offered via email, social media, etc. Sign up for our email newsletters here: IT'S THE MIDDLE OF THE SEASON, DO YOU OFFER A PRO-RATED PASS? A season pass pays for itself in just two visits. We stop selling passes at the end of August each year, but it is assumed that every pass-holder will have visited often enough to recoup the cost regardless of when the pass was purchased during the season. I'M PURCHASING PASSES AS A GIFT. IS THERE ANYTHING SPECIAL I NEED TO DO? Gift purchases should be made online if you would like something to print out and provide the recipient. When purchasing a pass as a gift online, simply input your recipient's information into the ticket detail fields. Once your purchase is finalized you will be emailed a receipt which contains a printable ticket(s) which you may print and give to your recipient. After purchasing a Season Pass as a gift the primary pass member will receive an email requesting them to upload a current picture for each named member on their pass. Once the member has uploaded a picture, a digital copy of the official pass is emailed to them for that member. The primary member may then either download and print the pass to carry a physical copy or save a digital copy on their phone to present at the admissions window. Each person listed on the pass will receive a unique pass QR code which must be presented for entry at each visit. We never mail season passes and are unable to print them on-site. If a pass member has not uploaded their picture for the pass then they will need to present a photo ID for verification at admission. If the pass member is a minor, then an adult listed on their pass must present their photo ID as verification for the child. Pictures must be uploaded before the first visit. Should a member be unable to upload their picture from home, then we are able to take their picture on-site and upload it for them at that time. Please be aware this will delay their entry into the Farm. I PURCHASED A SEASON PASS BUT DIDN'T RECEIVE AN EMAIL TO UPLOAD MY PICTURE? When you purchase a season pass, please be aware that it may take 24 hours before your information is completely transferred into our season pass program, which is different than our point-of-sale system that processed your payment. Once the pass is transferred an email is automatically generated and sent to the email address you provided for the primary adult at time of purchase. The email is from ""No-Reply@LuckyLaddFarms (no-reply@ms.mypasstracker.com)"" with the subject ""Selfie upload for XYZ..."" If you feel that you didn't receive this email after the specified time frame then first check your Spam or junk mail folder. Next, make sure to have your spouse or other adults listed on the pass check their email, as sometimes members forget which email they have used for the pass. If still unable to locate this email, then likely the problem is related to the email address provided; meaning it was either typed incorrectly or your hand-writing was not clearly legible on the form. Should you be unable to locate the ""Selfie upload"" email then please contact us at fun@luckyladdfarms.com , subject: Season Pass Invite Inquiry, and include your name, the name of all pass members listed on the pass, the date the pass was purchased, and whether the pass was purchased on-site or online so we can investigate and correct any issue relating to your season pass. Buy Season Pass SEASON PASSES PURCHASED ONLINE ARE NOT AVAILABLE FOR SAME DAY USE.",NON-EVENT
